1	3	0,00	6,25	21,8333333333333	59,1666666666667	0,00	1,25	2,25	9,71	3,88	-1,79	3,07	88,40	9,43	75,12	1	3,54166666666667	71,375	1,33333333333333	79,31	96,80	45,09	11,5	30,8333333333333	34,75	1,16666666666667
1	4	0,00	11,5	30,8333333333333	34,75	0,00	1,45	1,16666666666667	12,78	1,70	-4,29	2,09	253,90	5,90	69,01	6,25	21,8333333333333	59,1666666666667	2,25	73,86	93,50	32,78	9,08333333333333	25,7916666666667	30,6666666666667	1,79166666666667
1	5	0,00	9,08333333333333	25,7916666666667	30,6666666666667	0,00	1,30	1,79166666666667	14,08	2,60	-3,66	1,81	260,60	3,27	92,30	11,5	30,8333333333333	34,75	1,16666666666667	79,01	96,80	38,69	4,04166666666667	18,6666666666667	30,0833333333333	2,58333333333333
1	6	0,00	4,04166666666667	18,6666666666667	30,0833333333333	0,00	1,82	2,58333333333333	16,57	2,14	-5,75	1,84	265,60	3,60	70,53	9,08333333333333	25,7916666666667	30,6666666666667	1,79166666666667	80,10	100,00	22,20	6,75	23,75	27	1,66666666666667
1	7	0,00	6,75	23,75	27	0,00	1,13	1,66666666666667	11,97	1,18	-5,56	1,81	261,00	4,98	92,30	4,04166666666667	18,6666666666667	30,0833333333333	2,58333333333333	85,80	100,00	41,22	10,0833333333333	25,6666666666667	29,75	1,58333333333333
1	8	0,10	10,0833333333333	25,6666666666667	29,75	0,00	0,49	1,58333333333333	5,18	-0,19	-3,74	1,44	250,30	3,82	208,90	6,75	23,75	27	1,66666666666667	97,30	100,00	75,61	13,6521739130435	23,8695652173913	37,2608695652174	1,95652173913043
1	9	0,00	13,6521739130435	23,8695652173913	37,2608695652174	0,00	0,76	1,95652173913043	9,40	2,61	-3,57	3,80	263,50	11,46	279,90	10,0833333333333	25,6666666666667	29,75	1,58333333333333	94,10	100,00	76,24	2,125	8,41666666666667	66,7916666666667	1,125
1	10	0,00	2,125	8,41666666666667	66,7916666666667	0,00	1,24	1,125	11,41	7,31	4,10	4,03	260,40	10,62	262,60	13,6521739130435	23,8695652173913	37,2608695652174	1,95652173913043	86,20	97,80	60,09	2,625	10	57,2083333333333	1,33333333333333
1	11	0,10	2,625	10	57,2083333333333	0,00	1,15	1,33333333333333	10,26	5,18	1,18	2,89	257,80	9,12	279,90	2,125	8,41666666666667	66,7916666666667	1,125	85,20	100,00	51,28	1,04166666666667	3,45833333333333	74,75	1
1	12	0,50	1,04166666666667	3,45833333333333	74,75	0,00	0,88	1	7,35	4,27	1,83	5,00	260,10	12,36	257,40	2,625	10	57,2083333333333	1,33333333333333	90,20	100,00	70,49	1	1,5	78,5833333333333	1,29166666666667
1	13	0,80	1	1,5	78,5833333333333	0,00	0,54	1,29166666666667	2,84	1,10	-0,65	6,75	272,70	14,04	272,40	1,04166666666667	3,45833333333333	74,75	1	90,30	100,00	81,70	1,43478260869565	3,78260869565217	72,8695652173913	1,95652173913043
1	14	0,00	1,43478260869565	3,78260869565217	72,8695652173913	0,00	0,74	1,95652173913043	4,15	1,74	-1,02	4,65	261,80	10,49	262,50	1	1,5	78,5833333333333	1,29166666666667	84,50	100,00	69,76	1,29166666666667	2,25	80,4583333333333	1,83333333333333
1	15	0,00	1,29166666666667	2,25	80,4583333333333	0,00	0,97	1,83333333333333	4,62	2,11	0,41	8,82	269,90	14,84	253,90	1,43478260869565	3,78260869565217	72,8695652173913	1,95652173913043	84,30	89,30	74,75	1,08333333333333	2,20833333333333	77,1666666666667	1,04166666666667
1	16	4,00	1,08333333333333	2,20833333333333	77,1666666666667	1,03	0,59	1,04166666666667	6,89	4,29	1,97	7,91	264,07	10,20	276,40	1,29166666666667	2,25	80,4583333333333	1,83333333333333	93,30	97,90	86,80	1,08333333333333	2,70833333333333	75,75	1,45833333333333
1	17	1,70	1,08333333333333	2,70833333333333	75,75	0,00	1,46	1,45833333333333	9,16	6,15	4,10	7,31	265,00	14,32	290,90	1,08333333333333	2,20833333333333	77,1666666666667	1,04166666666667	88,20	100,00	57,86	1,16666666666667	2,625	70,4166666666667	1
1	18	0,00	1,16666666666667	2,625	70,4166666666667	0,00	1,38	1	11,40	9,35	7,82	6,91	252,20	18,35	240,30	1,08333333333333	2,70833333333333	75,75	1,45833333333333	84,40	99,80	64,76	1	2,25	80,5833333333333	1,29166666666667
1	19	9,60	1	2,25	80,5833333333333	5,33	1,35	1,29166666666667	9,85	4,52	0,83	8,08	250,60	23,66	278,60	1,16666666666667	2,625	70,4166666666667	1	86,20	97,10	67,10	1	1,33333333333333	80,0416666666667	1,58333333333333
1	20	0,10	1	1,33333333333333	80,0416666666667	0,00	0,67	1,58333333333333	5,23	2,15	-0,28	6,82	261,60	15,21	256,60	1	2,25	80,5833333333333	1,29166666666667	90,40	98,20	81,40	1,125	2,79166666666667	78,8333333333333	1,20833333333333
1	21	0,40	1,125	2,79166666666667	78,8333333333333	0,00	0,95	1,20833333333333	3,93	1,15	-1,28	6,46	270,20	15,47	260,20	1	1,33333333333333	80,0416666666667	1,58333333333333	84,40	95,50	67,88	1,20833333333333	2,29166666666667	85,375	1,08333333333333
1	22	0,40	1,20833333333333	2,29166666666667	85,375	0,00	0,93	1,08333333333333	2,96	-0,19	-1,85	7,95	264,70	18,59	274,60	1,125	2,79166666666667	78,8333333333333	1,20833333333333	85,30	100,00	65,43	1,08333333333333	3,5	83,125	1,125
1	23	0,80	1,08333333333333	3,5	83,125	0,00	0,53	1,125	4,08	0,01	-2,52	8,59	268,70	15,11	244,70	1,20833333333333	2,29166666666667	85,375	1,08333333333333	93,10	100,00	85,10	1	2,17391304347826	80,7826086956522	1
1	24	1,00	1	2,17391304347826	80,7826086956522	0,00	1,07	1	5,90	4,28	1,12	7,76	276,40	23,00	258,60	1,08333333333333	3,5	83,125	1,125	84,50	98,20	67,64	1,91666666666667	9,16666666666667	63,75	1,08333333333333
1	25	1,20	1,91666666666667	9,16666666666667	63,75	0,00	0,66	1,08333333333333	8,53	4,70	0,47	3,89	262,90	11,38	270,10	1	2,17391304347826	80,7826086956522	1	95,40	100,00	84,50	3,20833333333333	12,2916666666667	60,9583333333333	1,79166666666667
1	26	0,10	3,20833333333333	12,2916666666667	60,9583333333333	0,00	2,43	1,79166666666667	13,01	7,61	1,72	4,67	270,20	15,45	267,20	1,91666666666667	9,16666666666667	63,75	1,08333333333333	70,69	99,90	26,87	1,33333333333333	9,25	57,9166666666667	1,79166666666667
